Inspection ID,Establishment ID,Name,Inspection Date,Inspection Type,Inspector ID,Priority Violations,Foundation Violations,Core Violations,Total Corrected Priority + Foundation Violations,In Compliance
37985,1381,Mr. Steve's Pizza,02/08/2017,Routine Inspection,112,1,0,1,0,No
37948,2616,New Center-Rice Bowl,02/08/2017,Routine Inspection,114,1,0,4,1,Yes
37944,5160,Olympia Coney Island,02/08/2017,Routine Inspection,127,1,0,0,1,Yes
37949,2392,Royal Grill,02/08/2017,Routine Inspection,114,9,5,5,14,Yes
37927,4076,Subway,02/08/2017,Routine Inspection,124,2,4,2,6,Yes
37943,3926,Taqueria Camino Real,02/08/2017,Routine Inspection,128,0,1,2,1,Yes
37947,4408,The Great Lakes Coffee Roasting Co.,02/08/2017,Routine Inspection,114,2,3,1,5,Yes
37936,2242,Tim Hortons,02/08/2017,Routine Inspection,87,0,0,1,0,Yes
37937,3905,WBC Coffee Bar,02/08/2017,Routine Inspection,124,1,2,1,3,Yes
37954,3706,Angelina Italian Bistro,02/07/2017,Routine Inspection,129,1,1,4,2,Yes
37926,5426,Asty Time Inc.,02/07/2017,Preopening/Other,83,0,1,0,0,No
37933,225,Renaissance Bowling Center,02/07/2017,Routine Inspection,87,0,1,2,1,Yes
37916,5407,Shake Shack Michigan LLC ,02/07/2017,Plan Review/Pre-Open,122,0,0,0,0,Yes
37934,3184,Trolley's,02/07/2017,Routine Inspection,87,0,1,3,1,Yes
37914,353,Aurora Coney Island,02/06/2017,Routine Inspection,127,3,5,0,7,No
37894,5088,Central Bar & Grill LLC,02/06/2017,Routine Inspection,129,2,0,4,2,Yes
38213,1139,Church's Fried Chicken #648,02/06/2017,Routine Inspection,126,1,0,3,0,No
37911,1267,Church's Fried Chicken #991,02/06/2017,Routine Inspection,127,2,1,0,3,Yes
37895,449,Clique Restaurant,02/06/2017,Routine Inspection,129,4,1,2,5,Yes
37887,722,Club Celebrity,02/06/2017,Routine Inspection,112,2,0,1,2,Yes
37984,2947,Coliseum,02/06/2017,Routine Inspection,126,1,1,2,2,Yes
37929,5319,Cranks,02/06/2017,Routine Inspection,87,1,1,2,2,Yes
37912,1377,Dynamo Corned Beef Deli,02/06/2017,Routine Inspection,127,1,0,0,1,Yes
37945,1147,El Rancho Mexican Restaurant,02/06/2017,Routine Inspection,128,0,2,0,1,No
37905,4956,Falafill,02/06/2017,Routine Inspection,114,3,7,8,10,Yes
45216,4452,Happy's Pizza #100,02/06/2017,Routine Inspection,126,0,0,0,0,Yes
37978,337,Happy's Pizza #2,02/06/2017,Routine Inspection,126,0,2,2,2,Yes
37888,2454,Happy's Pizza #6,02/06/2017,Routine Inspection,112,0,3,1,3,Yes
38063,1645,Henry Ford Hospital Cafeteria,02/06/2017,Routine Inspection,130,3,1,0,4,Yes
37886,5176,Mary's Grill #2,02/06/2017,Routine Inspection,112,0,1,1,1,Yes
37906,5036,Maya's Indo-Pak Cuisine,02/06/2017,Routine Inspection,114,1,2,1,3,Yes
37908,1046,McDonald's #2071,02/06/2017,Routine Inspection,128,0,0,0,0,Yes
37904,457,Roma Cafe Inc,02/06/2017,Routine Inspection,114,2,5,4,7,Yes
37977,4826,Starbucks Coffee Co,02/06/2017,Routine Inspection,126,1,0,1,1,Yes
37913,5168,The Real McCoy Southern Bar-B-Cue,02/06/2017,Routine Inspection,127,0,1,0,1,Yes
37930,4474,Tim Hortons,02/06/2017,Routine Inspection,87,0,0,2,0,Yes
37896,3404,Vicente's Cuban Cuisine,02/06/2017,Routine Inspection,129,1,2,8,3,Yes
38108,271,Bailey's Lounge,02/03/2017,Routine Inspection,83,0,2,4,0,No
37877,5404,Bozii Restaurant,02/03/2017,Plan Review/Pre-Open,122,0,0,0,0,Yes
37987,1575,China 1 Chinese Restaurant,02/03/2017,Routine Inspection,127,0,1,0,1,Yes
37881,2390,Edibles Rex,02/03/2017,Routine Inspection,87,0,0,3,0,Yes
38223,1985,Food Exchange (Harvey's Fabulous Foods),02/03/2017,Routine Inspection,126,0,0,1,0,Yes
39511,651,Harbortown Pizza & Subs Inc. d/b/a Jet's,02/03/2017,Complaint/Routine,87,0,0,4,0,Yes
37925,1004,Kentucky Fried Chicken ,02/03/2017,Routine Inspection,130,0,0,2,0,Yes
37880,5416,"Lady of the House, LLC",02/03/2017,Preopening/COO,87,0,0,10,0,Yes
37884,5381,Mack Coney Island,02/03/2017,Routine Inspection,87,1,0,1,1,Yes
37879,3893,Northeast Guidance Center,02/03/2017,Routine Inspection,87,1,0,1,1,Yes
38069,1128,Royal Grill,02/03/2017,Routine Inspection,130,2,4,1,3,No
38828,1786,Burger King,02/02/2017,Routine Inspection,112,0,0,1,0,Yes
37903,2778,Chen's China House INC,02/02/2017,Routine Inspection,114,2,1,5,3,Yes
37988,2328,DeAngelo's Soul 313 Soul Cafe,02/02/2017,Routine Inspection,127,0,1,0,1,Yes
37885,1050,Detroit Robin Inc./Red Robin ,02/02/2017,Routine Inspection,112,0,0,0,0,Yes
37878,317,Elbow Lounge,02/02/2017,Routine Inspection,87,0,0,1,0,Yes
37870,5423,Honey's,02/02/2017,Routine Inspection,127,2,2,0,4,Yes
37869,1485,International Banquet & Conference Ctr.,02/02/2017,Routine Inspection,129,0,0,2,0,Yes
38000,1942,Kentucky Fried Chicken F428120,02/02/2017,Routine Inspection,127,0,1,0,1,Yes
38118,3684,MGM Grand Casino- Banquet Pantry Kitchen,02/02/2017,Routine Inspection,124,0,1,0,1,Yes
37920,3686,MGM Grand Casino-Breeze,02/02/2017,Routine Inspection,126,3,1,0,3,No
38082,3679,MGM Grand Casino- Main Kitchen,02/02/2017,Routine Inspection,87,0,2,2,0,No
37915,3685,MGM Grand Casino- Palette,02/02/2017,Routine Inspection,130,1,1,0,2,Yes
37919,3687,MGM Grand Casino-Tap MGM Grand,02/02/2017,Routine Inspection,130,2,0,0,2,Yes
38117,3683,MGM Grand Casino- The Lodge,02/02/2017,Routine Inspection,124,3,3,1,6,Yes
38119,4469,MGM-Wolfgang Puck Pizzeria & Cucina,02/02/2017,Routine Inspection,124,1,4,0,5,Yes
38040,4476,MGM-Wolfgang Puck Steak,02/02/2017,Routine Inspection,87,1,1,0,2,Yes
37907,4119,Motown Coney Island,02/02/2017,Routine Inspection,114,0,1,1,1,Yes
37874,3858,Pollos Los Gallos,02/02/2017,Routine Inspection,128,1,3,1,1,No
37860,4986,Sterling's Old Style BBQ,02/02/2017,Routine Inspection,112,0,1,3,1,No
37868,201,Taqueria El Nacimiento,02/02/2017,Routine Inspection,128,3,3,0,3,No
37902,1098,Union Street Detroit,02/02/2017,Routine Inspection,114,0,0,2,0,Yes
37989,1398,Asian Corned Beef,02/01/2017,Routine Inspection,126,1,2,1,1,No
37899,450,Blimpies,02/01/2017,Routine Inspection,114,1,1,3,1,No
38005,5148,Detroits Finest Coney Island,02/01/2017,Routine Inspection,87,1,2,2,3,Yes
37853,3555,Friends of Detroit & Tri County,02/01/2017,Routine Inspection,87,0,0,2,0,Yes
37856,953,Golden Greek Lounge,02/01/2017,Routine Inspection,126,0,0,1,0,Yes
37854,464,JoAnn's Bar-B-Q,02/01/2017,Routine Inspection,126,1,0,0,1,Yes
37917,1017,McDonald's Detroit,02/01/2017,Routine Inspection,126,2,0,2,2,Yes
37901,662,Northern Lights Lounge,02/01/2017,Routine Inspection,114,2,1,2,3,Yes
37900,4846,"Salemi Subway, Inc",02/01/2017,Routine Inspection,114,1,3,3,4,Yes
38061,520,Tom's Tavern,02/01/2017,Complaint,130,0,0,0,0,Yes
38048,5072,Bucharest Catering ,01/31/2017,Complaint,87,0,0,0,0,Yes
37839,444,Capuchin Soup Kitchen,01/31/2017,Routine Inspection,87,0,0,0,0,Yes
37889,1401,Chili's Grill & Bar,01/31/2017,Routine Inspection,112,1,2,1,3,Yes
38210,4207,Joe Louis Arena- Bars,01/31/2017,Routine Inspection,124,2,2,1,2,No
38013,4208,Joe Louis Arena - Beer Portables,01/31/2017,Routine Inspection,124,0,0,0,0,Yes
37999,4208,Joe Louis Arena - Beer Portables,01/31/2017,Routine Inspection,124,0,0,0,0,Yes
37992,4202,Joe Louis Arena- Buffalo Wild Wings,01/31/2017,Routine Inspection,124,0,0,2,0,Yes
37872,4644,Joe Louis Arena Canadian Club/ Alumni Rm,01/31/2017,Routine Inspection,124,0,1,0,1,Yes
38008,4206,Joe Louis Arena- Concessions,01/31/2017,Routine Inspection,124,0,1,1,1,Yes
37991,4200,Joe Louis Arena-Suite Kitchen,01/31/2017,Routine Inspection,124,1,1,3,2,Yes
37994,4201,Joe Louis Arena-VIP Service Buffet,01/31/2017,Routine Inspection,124,0,0,0,0,Yes
37993,1193,Joe Louis Sports Arena,01/31/2017,Routine Inspection,124,3,1,1,4,Yes
38105,3137,La Rosita,01/31/2017,Routine Inspection,83,0,0,0,0,Yes
37846,3095,Los Corrales,01/31/2017,Routine Inspection,128,2,2,3,4,Yes
37922,500,McShane's,01/31/2017,Routine Inspection,127,3,0,1,3,Yes
37859,1937,Nevada Coney Island,01/31/2017,Routine Inspection,126,1,0,1,1,Yes
37832,1469,Noni's Sherwood Grille,01/31/2017,Routine Inspection,130,6,3,2,9,Yes
37924,4105,Onassis Coney Island,01/31/2017,Routine Inspection,127,1,0,3,1,Yes
37867,261,Park-Joy Bar,01/31/2017,Routine Inspection,112,0,0,1,0,Yes
37831,1261,Pegasus Taverna,01/31/2017,Complaint,129,0,0,1,0,Yes
37918,3451,Signature Grill,01/31/2017,Routine Inspection,127,1,2,0,3,Yes
37838,5113,Takoi,01/31/2017,Routine Inspection,87,0,2,5,2,Yes
37845,1500,Taqueria El Rey,01/31/2017,Routine Inspection,128,2,2,2,4,Yes
37844,2312,Taqueria La Salsa Mexican Cuisine,01/31/2017,Routine Inspection,128,1,2,1,3,Yes
37875,1801,Wendy's ,01/31/2017,Routine Inspection,112,1,4,0,5,Yes
37842,2664,Wendy's Old Fashioned Hamburgers #8633,01/31/2017,Routine Inspection,130,1,0,1,1,Yes
37826,4629,Athens Souvlaki ,01/30/2017,Routine Inspection,124,2,9,9,11,Yes
34754,5111,"Detroit 75 II, LLC",01/30/2017,Mobile Inspection,87,0,0,0,0,Yes
37822,4917,Detroit 75 Kitchen,01/30/2017,Mobile Inspection,87,0,0,0,0,Yes
37835,2266,Dish,01/30/2017,Routine Inspection,87,1,0,4,0,No
37823,5179,Original T & J Coney Island,01/30/2017,Routine Inspection,130,2,3,3,3,No
37834,2676,Texas Bar and Grill,01/30/2017,Routine Inspection,87,1,0,2,1,Yes
37809,5140,Basement Burger Bar,01/27/2017,Routine Inspection,129,3,2,2,5,Yes
37816,1052,Blue Diamond,01/27/2017,Routine Inspection,128,0,2,1,1,No
37793,5378,Bobcat Bonnies,01/27/2017,Routine Inspection,83,7,1,7,7,No
37788,5398,Captain Jay's #102,01/27/2017,Plan Review/Pre-Open,80,0,0,4,0,Yes
37817,1452,El Palenque,01/27/2017,Routine Inspection,128,0,2,1,2,Yes
37827,1730,Great Panda Garden Chinese Restaurant,01/27/2017,Routine Inspection,128,2,1,0,3,Yes
37814,956,La Chambre Lounge,01/27/2017,Routine Inspection,127,1,2,0,3,Yes
37778,4792,Las Palmas Neveria Y Cafeteria,01/27/2017,Routine Inspection,128,0,1,0,0,No
37773,2285,Little Caesar's Pizza,01/27/2017,Complaint,128,0,0,0,0,Yes
37811,1104,Maison Fine Food Inc.,01/27/2017,Routine Inspection,87,0,0,2,0,Yes
37893,1409,Manna Meals,01/27/2017,Routine Inspection,124,2,0,0,2,Yes
37820,1704,Museum of African American History,01/27/2017,Routine Inspection,87,0,1,3,1,Yes
37812,5113,Takoi,01/27/2017,Routine Inspection,87,0,0,0,0,Yes
37766,2497,8330 on the River,01/26/2017,Routine Inspection,87,0,0,2,0,Yes
37862,300,Billy's Coney Island,01/26/2017,Routine Inspection,112,0,0,4,0,Yes
39241,300,Billy's Coney Island,01/26/2017,Routine Inspection,112,0,0,1,0,Yes
37780,3076,Blue Cross Blue Shield,01/26/2017,Routine Inspection,129,1,0,1,1,Yes
37825,3966,Bookies Bar and Grille,01/26/2017,Routine Inspection,124,2,1,4,3,Yes
37791,3321,Brenda Scott Middle School,01/26/2017,Routine Inspection,126,0,0,2,0,Yes
37843,2675,Brooklyn Street Local,01/26/2017,Routine Inspection,127,2,1,0,3,Yes
37807,5061,Cafe' 78,01/26/2017,Routine Inspection,114,1,5,5,6,Yes
37769,5424,China House ,01/26/2017,Plan Review/Pre-Open,122,0,0,0,0,Yes
37898,1044,Church's Fried Chicken #452,01/26/2017,Routine Inspection,114,0,0,0,0,Yes
37783,4305,Club Armane,01/26/2017,Routine Inspection,126,0,1,2,0,No
37781,2614,Detroit Beer Co.,01/26/2017,Routine Inspection,129,2,1,4,3,Yes
37810,4984,Four Seasons Catering LLC,01/26/2017,Routine Inspection,87,0,1,2,1,Yes
37772,1738,Genesis House III (WEST),01/26/2017,Routine Inspection,127,2,2,0,3,No
37792,2308,George's Famous Coney Island,01/26/2017,Routine Inspection,83,0,1,7,1,Yes
37849,473,J.P.'s West,01/26/2017,Routine Inspection,112,0,0,0,0,Yes
37767,1051,Kentucky Fried Chicken H730215,01/26/2017,Complaint,83,0,0,1,0,Yes
37909,2285,Little Caesar's Pizza,01/26/2017,Complaint,128,0,0,0,0,Yes
37808,2779,Louie's Ham & Corned Beef,01/26/2017,Routine Inspection,114,2,1,0,3,Yes
37786,5249,Motown Cafe Grill,01/26/2017,Routine Inspection,126,1,1,1,2,Yes
37847,1510,New Taystee's Pizza,01/26/2017,Routine Inspection,112,0,0,0,0,Yes
37818,1278,Onasis Coney Island ,01/26/2017,Routine Inspection,127,3,3,2,6,Yes
37865,1515,"Pizzaplace Dearborn, Inc",01/26/2017,Routine Inspection,112,0,2,2,2,Yes
37873,3202,Rowland Cafe,01/26/2017,Routine Inspection,124,0,0,0,0,Yes
38052,4627,Starbucks Blue Cross Blue Shield,01/26/2017,Routine Inspection,129,1,0,0,1,Yes
37782,2216,Sweetwater Tavern,01/26/2017,Routine Inspection,129,1,1,6,2,Yes
37777,815,Abicks Bar,01/25/2017,Routine Inspection,128,0,0,1,0,Yes
37790,5190,D and D Cuisine LLC,01/25/2017,Routine Inspection,130,0,0,0,0,Yes
37784,588,Hot Tamales,01/25/2017,Routine Inspection,130,0,0,0,0,Yes
37848,4206,Joe Louis Arena- Concessions,01/25/2017,Routine Inspection,127,0,1,1,1,Yes
37990,4203,Joe Louis Arena- Eastend Joes,01/25/2017,Routine Inspection,127,0,0,0,0,Yes
37910,4204,Joe Louis Arena- Little Ceasars,01/25/2017,Routine Inspection,124,0,0,3,0,Yes
37775,525,Mexican Village Of Detroit,01/25/2017,Routine Inspection,128,0,2,3,0,No
37764,545,Nemos,01/25/2017,Routine Inspection,87,0,0,1,0,Yes
37754,503,Peking Express,01/25/2017,Routine Inspection,87,0,0,0,0,Yes
37829,454,Taqueria Los Altos,01/25/2017,Routine Inspection,128,2,2,2,4,Yes
37753,4953,"The Red Hook, Detroit, LLC",01/25/2017,Routine Inspection,87,0,0,0,0,Yes
37762,4913,Wyoming Fresh Fish,01/25/2017,Routine Inspection,130,0,0,0,0,Yes
37863,5228,All Star Fish & Seafood Inc.,01/24/2017,Routine Inspection,112,0,2,1,2,Yes
37813,794,Armando's Mexican Restaurant,01/24/2017,Routine Inspection,128,2,3,3,5,Yes
37763,5163,Brown's Kitchen,01/24/2017,Routine Inspection,130,0,2,0,1,No
37747,5072,Bucharest Catering ,01/24/2017,Routine Inspection,87,1,1,4,2,Yes
37833,5206,Bucharest Grill,01/24/2017,Routine Inspection,87,1,1,4,2,Yes
37806,5277,Detroit Receiving Sub Shops LLC/Subway,01/24/2017,Complaint,114,1,0,0,1,Yes
37828,5082,El Caribeno,01/24/2017,Routine Inspection,128,1,1,1,1,No
37830,4342,El Taco Veloz,01/24/2017,Routine Inspection,128,0,1,4,1,Yes
37864,1482,Hollywood Coney Island,01/24/2017,Routine Inspection,112,0,2,1,2,Yes
37748,657,IHOP #01284,01/24/2017,Routine Inspection,87,0,0,5,0,Yes
37804,1460,Joe's Deli (Birmingham Deli),01/24/2017,Routine Inspection,114,0,1,3,1,Yes
37805,1460,Joe's Deli (Birmingham Deli),01/24/2017,Complaint,114,0,0,0,0,Yes
37861,878,John's Grill Coney Island,01/24/2017,Routine Inspection,112,0,0,4,0,Yes
37755,5094,Peterboro,01/24/2017,Routine Inspection,114,3,1,2,4,Yes
37789,2744,Super 3 Coney Island,01/24/2017,Routine Inspection,130,0,0,0,0,Yes
37892,1640,University of Detroit Dental School,01/24/2017,Routine Inspection,124,5,3,2,8,Yes
37787,1023,U Of D Coney Island #1,01/24/2017,Routine Inspection,130,0,0,0,0,Yes
37729,1507,Coney King Coney Island,01/23/2017,Routine Inspection,87,0,2,0,2,Yes
37760,4998,Encore Lounge and Grill,01/23/2017,Complaint,130,0,0,0,0,Yes
37744,2764,Little Caesar's Pizza #164,01/23/2017,Routine Inspection,87,0,1,1,1,Yes
37771,1386,Los Galanes,01/23/2017,Routine Inspection,128,2,1,2,2,No
37761,5334,Marygrove College,01/23/2017,Routine Inspection,130,0,0,0,0,Yes
37824,2280,Mary's Grille,01/23/2017,Routine Inspection,112,0,0,3,0,Yes
37815,5362,McDonalds,01/23/2017,Routine Inspection,112,0,2,0,2,Yes
37890,2075,McDonald's,01/23/2017,Routine Inspection,124,3,1,4,4,Yes
37966,3865,Monte Bello Pizzeria,01/23/2017,Routine Inspection,127,3,1,2,3,No
37734,3647,Pollo Chapin,01/23/2017,Routine Inspection,128,0,1,0,1,Yes
37798,1718,Cathedral Church of St. Paul,01/21/2017,Routine Inspection,114,0,0,0,0,Yes
37797,5086,Operation ABLE of Michigan- Det Training,01/21/2017,Routine Inspection,114,0,0,0,0,Yes
37799,5158,Red Pepper Foods,01/21/2017,Routine Inspection,114,0,0,0,0,Yes
37803,5170,Subway #34129,01/21/2017,Complaint,114,0,0,1,0,Yes
37740,3198,Angel's Place,01/20/2017,Routine Inspection,127,0,1,0,1,Yes
37720,318,Cadieux Cafe,01/20/2017,Routine Inspection,87,0,0,0,0,Yes
37737,523,Chapeau Vert Lounge,01/20/2017,Routine Inspection,127,1,0,1,0,No
37728,4067,China Garden,01/20/2017,Routine Inspection,130,0,0,0,0,Yes
37770,2224,El Asador,01/20/2017,Routine Inspection,128,1,0,1,1,Yes
37768,4280,El Durango Bar,01/20/2017,Routine Inspection,128,0,0,1,0,Yes
37727,4253,Golden Bowl Chop Suey,01/20/2017,Routine Inspection,130,0,0,0,0,Yes
37801,4173,Hastings Street Ballroom & DBA Tangent G,01/20/2017,Routine Inspection,114,1,0,0,1,Yes
37802,5370,The Griot Music Lounge,01/20/2017,Routine Inspection,114,0,0,0,0,Yes
37731,5129,The Marble Bar,01/20/2017,Routine Inspection,87,0,1,1,1,Yes
37716,5336,Briggs Detroit,01/19/2017,Routine Inspection,129,0,1,3,1,Yes
37736,4781,Bucharest Grill,01/19/2017,Routine Inspection,124,2,2,3,4,Yes
37800,3895,Butcher's Inn,01/19/2017,Routine Inspection,114,1,0,2,1,Yes
37758,432,Cardoni's Bar & Grill,01/19/2017,Routine Inspection,112,1,0,3,1,Yes
37730,3443,El Barzon Restaurante,01/19/2017,Routine Inspection,128,2,0,1,2,Yes
37738,286,Jerry's Pizza & B-B-Q Inc.,01/19/2017,Complaint,127,0,0,4,0,Yes
37739,286,Jerry's Pizza & B-B-Q Inc.,01/19/2017,Routine Inspection,127,3,3,4,5,No
37757,5074,OZZIES,01/19/2017,Routine Inspection,112,0,0,2,0,Yes
37726,1304,Popeye's Chicken & Biscuits,01/19/2017,Routine Inspection,130,1,0,2,0,No
37752,2579,Subway #29018,01/19/2017,Routine Inspection,112,1,3,0,4,Yes
37735,2473,Universal Coney Island,01/19/2017,Routine Inspection,128,2,3,0,1,No
37891,4418,Blue Fish and Chicken,01/18/2017,Routine Inspection,124,0,1,1,1,Yes
37679,5011,Chartreuse Kitchen & Cocktails,01/18/2017,Routine Inspection,114,4,1,0,4,No
37749,581,Commonwealth Community Development,01/18/2017,Routine Inspection,126,0,0,0,0,Yes
37750,5389,Daily Catch Fish & Chicken,01/18/2017,Routine Inspection,126,0,0,3,0,Yes
37715,4106,Detroit Seafood Market,01/18/2017,Routine Inspection,129,3,1,9,4,Yes
37658,1333,Kentucky Fried Chicken H730217,01/18/2017,Preopening/Other,87,0,1,3,0,No
37751,1587,McDonald's #12308,01/18/2017,Routine Inspection,112,0,0,0,0,Yes
37653,4885,New Center Community Health,01/18/2017,Routine Inspection,83,1,0,3,1,Yes
37656,1403,Pizza Papalis Taverna,01/18/2017,Routine Inspection,129,3,3,4,6,Yes
37756,5411,Royal Fish & Chicken Inc.,01/18/2017,Routine Inspection,126,0,1,1,0,No
37703,5000,Sinai Grace Hospital,01/18/2017,Routine Inspection,130,0,0,0,0,Yes
37680,3609,You Name IT Cafe/Fresh Market and Grill,01/18/2017,Routine Inspection,114,0,0,3,0,Yes
37819,5248,234 Winder St. Inn Community Center,01/17/2017,Plan Review/Pre-Open,122,0,0,0,0,Yes
37681,1263,Bicentennial Towers  ,01/17/2017,Routine Inspection,114,0,0,0,0,Yes
37741,5417,Brooklyn Fish and Chicken,01/17/2017,Preopening/New,127,0,0,0,0,Yes
37704,3564,D'Emilis Catering,01/17/2017,Routine Inspection,130,0,0,0,0,Yes
37655,1108,Flood's Bar & Grill,01/17/2017,Routine Inspection,129,1,1,5,2,Yes
37742,5269,Habibi Fish & Chicken,01/17/2017,Routine Inspection,127,0,0,1,0,Yes
37682,3468,Happy's Pizza #16,01/17/2017,Routine Inspection,114,1,1,0,2,Yes
37650,1450,Rattlesnake Club,01/17/2017,Routine Inspection,87,0,2,2,1,No
37712,1873,Suite 100,01/17/2017,Routine Inspection,130,0,0,0,0,Yes
37649,5250,Warren Fresh Fish,01/17/2017,Routine Inspection,87,0,1,2,1,Yes
44092,2049,Popeye's Chicken & Biscuits,01/16/2017,Routine Inspection,126,0,0,2,0,Yes
37858,4211,Cobo Hall- Portables,01/14/2017,Routine Inspection,87,0,0,0,0,Yes
37678,1263,Bicentennial Towers  ,01/13/2017,Routine Inspection,114,0,0,0,0,Yes
37636,506,Carbon Athletics Club,01/13/2017,Complaint,128,0,0,0,0,Yes
37635,506,Carbon Athletics Club,01/13/2017,Routine Inspection,128,0,0,1,0,Yes
37675,1871,Clay Super Coney Island,01/13/2017,Routine Inspection,114,0,0,1,0,Yes
37616,4452,Happy's Pizza #100,01/13/2017,Routine Inspection,126,0,2,2,2,Yes
45215,337,Happy's Pizza #2,01/13/2017,Routine Inspection,126,1,3,0,0,No
37624,5394,Ima,01/13/2017,Routine Inspection,87,0,0,1,0,Yes
37613,1935,Kams Chop Suey,01/13/2017,Routine Inspection,126,0,1,1,0,No
37615,2250,M. George's Coney Island,01/13/2017,Routine Inspection,126,1,0,0,1,Yes
37614,701,Peking Chinese Restaurant,01/13/2017,Routine Inspection,126,0,1,0,0,No
37857,725,Player's,01/13/2017,Routine Inspection,126,1,0,1,1,Yes
37606,4389,Snake Bites,01/13/2017,Routine Inspection,87,1,2,3,2,No
37637,4321,Texas De Brazil,01/13/2017,Routine Inspection,129,2,2,4,4,Yes
37694,5135,Chiqui Mexican,01/12/2017,Routine Inspection,114,2,1,0,3,Yes
37643,5117,Cobo Hall- Cork and Grind,01/12/2017,Routine Inspection,83,2,1,1,2,No
37644,4049,Cobo Hall-Go Gourmet/Coffee Shop,01/12/2017,Routine Inspection,83,1,2,0,2,No
37623,4397,Cobo Hall- New Kitchen/Concessions,01/12/2017,Routine Inspection,87,3,3,3,4,No
37619,4048,Cobo Hall-Wayne Hall Kitchen,01/12/2017,Routine Inspection,124,2,1,1,3,Yes
37638,5322,Go! Sy Thai Griswold. LLC,01/12/2017,Plan Review/Pre-Open,122,0,0,0,0,Yes
37695,4994,Harper Hutzel Hospital ,01/12/2017,Routine Inspection,114,0,0,1,0,Yes
37674,589,Majestic Cafe/The Majestic Theater,01/12/2017,Routine Inspection,114,1,1,1,2,Yes
37590,1407,Fort Street Presbyterian Church,01/11/2017,Routine Inspection,87,0,0,0,0,Yes
37690,4216,Harmoni Garden,01/11/2017,Routine Inspection,114,3,2,3,1,No
37591,3218,Midtown Shangri-La,01/11/2017,Routine Inspection,87,0,0,1,0,Yes
37633,5238,Mr. C Fish Market Inc.,01/11/2017,Routine Inspection,127,1,5,0,6,Yes
37691,4388,The Potato Place,01/11/2017,Routine Inspection,114,0,0,0,0,Yes
37603,3194,Bangkok Crossing: Thai Restaurant,01/10/2017,Routine Inspection,129,2,1,5,3,Yes
37604,5144,Broderick Grille,01/10/2017,Routine Inspection,129,3,1,3,4,Yes
37630,4191,Captain Jay's Fish & Chicken #108,01/10/2017,Routine Inspection,126,1,0,1,1,Yes
37611,1388,Golightly  Career Tech,01/10/2017,Routine Inspection,87,0,0,0,0,Yes
37612,1388,Golightly  Career Tech,01/10/2017,Routine Inspection,87,1,0,0,1,Yes
37582,4013,Le Petit Zinc,01/10/2017,Routine Inspection,87,0,1,2,1,Yes
37607,5381,Mack Coney Island,01/10/2017,Plan Review/Pre-Open,122,0,0,4,0,Yes
37647,4859,Norte,01/10/2017,Routine Inspection,124,4,4,3,3,No
37629,2049,Popeye's Chicken & Biscuits,01/10/2017,Routine Inspection,126,0,0,2,0,Yes
37605,4843,Wright & Co.,01/10/2017,Routine Inspection,129,2,2,0,4,Yes
37546,684,Universal Coney Island,01/09/2017,Routine Inspection,87,0,1,3,0,No
37641,5310,Asian Corned Beef,01/06/2017,Preopening/New,126,0,1,0,1,Yes
37571,3807,Great Lakes Coffee Beanery,01/06/2017,Routine Inspection,114,2,0,0,2,Yes
37573,5192,"Papa Joe's Gourmet Market DMC, LLC",01/06/2017,Routine Inspection,114,4,2,0,3,No
37572,3631,Quizno's Sub,01/06/2017,Routine Inspection,114,0,1,3,1,Yes
37531,4322,Cadillac Square Diner,01/05/2017,Routine Inspection,129,0,2,2,1,No
37688,573,Circa 1890 Saloon,01/05/2017,Routine Inspection,114,1,1,1,2,Yes
37532,2709,Eurest Dining Services-Compuware,01/05/2017,Routine Inspection,129,1,1,1,2,Yes
37534,1297,Evie's Tamales,01/05/2017,Routine Inspection,128,1,1,2,2,Yes
37533,1505,Fishbones Rhythm Kitchen ,01/05/2017,Routine Inspection,129,2,1,6,3,Yes
37687,2241,La Musique/Hotel St. Regis,01/05/2017,Routine Inspection,114,1,0,1,1,Yes
37535,5367,Nicky D's,01/05/2017,Routine Inspection,127,3,6,2,9,Yes
37540,2355,Nicky D's,01/05/2017,Routine Inspection,127,1,1,1,2,Yes
37897,1717,The Turkey Grill,01/05/2017,Routine Inspection,114,8,9,9,2,No
37521,3800,All Saints Soup Kitchen,01/04/2017,Routine Inspection,128,0,1,1,1,Yes
37579,4266,Baker's Keyboard Lounge,01/04/2017,Routine Inspection,130,1,2,4,3,Yes
37523,777,Curis Big Boy Restaurant,01/04/2017,Complaint,87,0,0,0,0,Yes
37584,5046,Detroit Soul,01/04/2017,Routine Inspection,126,0,0,0,0,Yes
37586,3632,Hollywood Coney Island,01/04/2017,Routine Inspection,126,1,0,2,1,Yes
41156,4908,Los Dos Amigo's 2,01/04/2017,Routine Inspection,87,0,0,1,0,Yes
37530,1447,Monroe Street Cafe,01/04/2017,Routine Inspection,129,0,0,2,0,Yes
37593,4126,My Dad's Bar,01/04/2017,Routine Inspection,87,0,0,3,0,Yes
37585,3511,Ross Catering,01/04/2017,Routine Inspection,126,1,0,0,1,Yes
37499,5033,Great Lakes Coffee Beanery,01/03/2017,Routine Inspection,130,0,1,1,1,Yes
37708,5341,QuickFire Grille,01/03/2017,Routine Inspection,130,0,0,0,0,Yes
